location,city,country,utc,local,parameter,value,unit,latitude,longitude,attribution
Kennewick-Metaline,Kennewick-Richland-Pasco,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,20.8,µg/m³,46.2183,-119.2015,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Kennewick-Metaline,Kennewick-Richland-Pasco,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm10,24,µg/m³,46.2183,-119.2015,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
Clarkston-13th St,ASOTIN,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,16.3,µg/m³,46.425598,-117.059799,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Washington Department of Ecology""}]"
NORFOLK - NOAA,Virginia Beach-Norfolk-Newport News,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.2,ppm,36.85555,-76.30135,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Virginia Dept. of Environmental Quality""}]"
HAMPTON,Virginia Beach-Norfolk-Newport News,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,7.5,µg/m³,37.103683,-76.386948,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Virginia Dept. of Environmental Quality""}]"
HAMPTON,Virginia Beach-Norfolk-Newport News,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.2,ppm,37.103683,-76.386948,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Virginia Dept. of Environmental Quality""}]"
EAST VINTON ELEMENTA,Roanoke,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,4.5,µg/m³,37.285599,-79.884201,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Virginia Dept. of Environmental Quality""}]"
EAST VINTON ELEMENTA,Roanoke,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.2,ppm,37.285599,-79.884201,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Virginia Dept. of Environmental Quality""}]"
Shenandoah NP,MADISON,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,2.2,µg/m³,38.5231,-78.4347,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Virginia Dept. of Environmental Quality""}]"
MATH & SCIENCE CTR,Richmond,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,6.7,µg/m³,37.55652,-77.40027,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Virginia Dept. of Environmental Quality""}]"
Kingsport,Kingsport-Bristol-Bristol,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,6,µg/m³,36.5408,-82.5217,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tennessee Air Pollution Control Div.""}]"
SHELBY FARMS,Memphis,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,4.7,µg/m³,35.151588,-89.85022,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Memphis and Shelby County Health Department""}]"
Harriman,Harriman,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5,µg/m³,35.9386,-84.5439,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tennessee Air Pollution Control Div.""}]"
Cookeville,PUTNAM,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,2,µg/m³,36.1857,-85.4921,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tennessee Air Pollution Control Div.""}]"
Clarksville,Clarksville,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,6,µg/m³,36.5144,-87.3278,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tennessee Air Pollution Control Div.""}]"
Jackson,Jackson,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,9,µg/m³,35.6567,-88.8092,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tennessee Air Pollution Control Div.""}]"
ATHENS,Athens,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,8,µg/m³,35.4511,-84.5992,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tennessee Air Pollution Control Div.""}]"
LOUDONMS,Knoxville,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,8,µg/m³,35.7197,-84.3417,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tennessee Air Pollution Control Div.""}]"
LAWRENCE,Lawrenceburg,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,3,µg/m³,35.1158,-87.47,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tennessee Air Pollution Control Div.""}]"
Riverside,Chattanooga,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,2.2,µg/m³,35.0508,-85.2931,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Chattanooga-Hamilton County Air Pollution Control Bureau""}]"
DYERTEOM,Dyersburg,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,6,µg/m³,36.0528,-89.3819,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tennessee Air Pollution Control Div.""}]"
Look Rock - GSMNP,Knoxville,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,0,µg/m³,35.6322,-83.9422,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""National Park Service""}]"
Look Rock - GSMNP,Knoxville,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.15,ppm,35.6322,-83.9422,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""National Park Service""}]"
MARYVILL,Knoxville,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,6,µg/m³,35.7683,-83.9422,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Tennessee Air Pollution Control Div.""}]"
UC1,UNION,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,2.6,µg/m³,42.751518,-96.707208,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
UC1,UNION,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,14,µg/m³,42.751518,-96.707208,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Credit Union,Rapid City,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm25,3.6,µg/m³,44.087397,-103.273777,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Credit Union,Rapid City,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,16,µg/m³,44.087397,-103.273777,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Sioux Falls,MINNEHAHA,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,2.2,µg/m³,43.54792,-96.700768,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Sioux Falls,MINNEHAHA,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,19,µg/m³,43.54792,-96.700768,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Badlands,JACKSON,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm25,3,µg/m³,43.746944,-101.941109,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Badlands,JACKSON,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,1,µg/m³,43.746944,-101.941109,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Pierre,HUGHES,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,0.2,µg/m³,44.373786,-100.287269,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
WIND CAVE,CUSTER,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm25,1.8,µg/m³,43.557613,-103.483658,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
WIND CAVE,CUSTER,US,2018-11-15T05:00:00.000Z,2018-11-14T22:00:00-07:00,pm10,17,µg/m³,43.557613,-103.483658,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Watertown,CODINGTON,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,9.7,µg/m³,44.89965,-97.128802,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Watertown,CODINGTON,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,22,µg/m³,44.89965,-97.128802,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Research Farm,BROOKINGS,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,3.5,µg/m³,44.348604,-96.807299,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
Research Farm,BROOKINGS,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,23,µg/m³,44.348604,-96.807299,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""South Dakota Department of Environmental and Natural Resources""}]"
E Providence,Providence-New Bedford-Fall River,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,4,µg/m³,41.840302,-71.361702,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Rhode Island Dept. of Environmental Management""}]"
E Providence,Providence-New Bedford-Fall River,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.13,ppm,41.840302,-71.361702,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Rhode Island Dept. of Environmental Management""}]"
E Providence,Providence-New Bedford-Fall River,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,bc,0.08,µg/m³,41.840302,-71.361702,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Rhode Island Dept. of Environmental Management""}]"
Near Road,Providence-New Bedford-Fall River,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,2,µg/m³,41.829495,-71.417457,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Rhode Island Dept. of Environmental Management""}]"
Near Road,Providence-New Bedford-Fall River,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,co,0.38,ppm,41.829495,-71.417457,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Rhode Island Dept. of Environmental Management""}]"
Near Road,Providence-New Bedford-Fall River,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,bc,0.96,µg/m³,41.829495,-71.417457,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Rhode Island Dept. of Environmental Management""}]"
Providence,Providence-New Bedford-Fall River,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,4,µg/m³,41.8081,-71.415,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Rhode Island Dept. of Environmental Management""}]"
Providence,Providence-New Bedford-Fall River,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,bc,0.09,µg/m³,41.8081,-71.415,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Rhode Island Dept. of Environmental Management""}]"
W Greenwich,Providence-New Bedford-Fall River,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,3,µg/m³,41.615,-71.7197,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Rhode Island Dept. of Environmental Management""}]"
YORK,York-Hanover,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,7.4,µg/m³,39.9653,-76.6994,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
GREE,Pittsburgh,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,4.2,µg/m³,40.3053,-79.5061,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
FLOR,Pittsburgh,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,9.3,µg/m³,40.4447,-80.42,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
CHAR,Pittsburgh,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,4.2,µg/m³,40.1469,-79.9033,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
MON,PHILADELPHIA,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,6.2,µg/m³,39.988842,-75.207205,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Philadelphia Air Management Services""}]"
FAB,PHILADELPHIA,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5,µg/m³,39.9603,-75.1424,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Philadelphia Air Management Services""}]"
NEW,PHILADELPHIA,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,1,µg/m³,39.991389,-75.080833,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Philadelphia Air Management Services""}]"
Freemansburg,Allentown-Bethlehem-Easton,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,3.6,µg/m³,40.6281,-75.3411,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Norristown,Philadelphia-Camden-Wilmington,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,0.7,µg/m³,40.1122,-75.3092,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Farrell,Youngstown-Warren-Boardman,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5.6,µg/m³,41.215,-80.485,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Lebanon,Lebanon,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5.8,µg/m³,40.33733,-76.383446,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
LAN1,Lancaster,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5.4,µg/m³,40.0439,-76.1125,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
LANC,Lancaster,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5.5,µg/m³,40.0467,-76.2833,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
HOLB,GREENE,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,5.6,µg/m³,39.82,-80.2897,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Marcus Hook,Philadelphia-Camden-Wilmington,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,2.9,µg/m³,39.818715,-75.413973,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
HARR,Harrisburg-Carlisle,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,2.1,µg/m³,40.246992,-76.846988,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
CARL,Harrisburg-Carlisle,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,3,µg/m³,40.2464,-77.1867,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Kittanning,Pittsburgh,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,0.3,µg/m³,40.8142,-79.565,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Pennsylvania Dept. of Environmental Protection""}]"
Lawrenceville,Pittsburgh,US,2018-11-15T05:00:00.000Z,2018-11-15T00:00:00-05:00,pm25,9,µg/m³,40.4656,-79.9611,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Allegheny County""}]"
Cottage Grove City S,Eugene-Springfield,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,35.1,µg/m³,43.7995,-123.0535,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Lane Regional Air Protection Agency""}]"
Oakridge - Willamett,Eugene-Springfield,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,22.4,µg/m³,43.74436,-122.480506,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Lane Regional Air Protection Agency""}]"
Springfield City Hal,Eugene-Springfield,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,38.9,µg/m³,44.046683,-123.017736,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Lane Regional Air Protection Agency""}]"
Eugene - Amazon Park,Eugene-Springfield,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,36.7,µg/m³,44.0263,-123.08377,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Lane Regional Air Protection Agency""}]"
Eugene - Highway 99,Eugene-Springfield,US,2018-11-15T05:00:00.000Z,2018-11-14T21:00:00-08:00,pm25,51.1,µg/m³,44.067223,-123.14135,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Lane Regional Air Protection Agency""}]"
Tulsa,Tulsa,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,10.5,µg/m³,36.206699,-95.976402,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Tulsa,Tulsa,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,19,µg/m³,36.206699,-95.976402,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Tulsa,Tulsa,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,co,0.55,ppm,36.206699,-95.976402,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Glenpool,Tulsa,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,12.5,µg/m³,35.9525,-96.0033,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
ROLAND,Fort Smith,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,8,µg/m³,35.408138,-94.524414,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Cherokee Nation""}]"
McAlester,McAlester,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,4.2,µg/m³,34.906082,-95.794128,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
North OKC,Oklahoma City,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,11.3,µg/m³,35.612801,-97.472198,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
North OKC,Oklahoma City,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,11,µg/m³,35.612801,-97.472198,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
North OKC,Oklahoma City,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,co,0.3,ppm,35.612801,-97.472198,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Near Road OKC,Oklahoma City,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,12.3,µg/m³,35.502968,-97.577674,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Near Road OKC,Oklahoma City,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,23,µg/m³,35.502968,-97.577674,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Near Road OKC,Oklahoma City,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,co,0.7,ppm,35.502968,-97.577674,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Union,NOWATA,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm25,5.7,µg/m³,36.918242,-95.632127,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
Muskogee,Muskogee,US,2018-11-15T05:00:00.000Z,2018-11-14T23:00:00-06:00,pm10,87,µg/m³,35.792801,-95.301903,"[{""name"":""US EPA AirNow"",""url"":""http://www.airnow.gov/""},{""name"":""Oklahoma Department of Environmental Quality""}]"
